EVENT_PK_SEQ,NET_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,NET_NUMBER,GEAR,GEAR_VOLUME_FILTERED,SAMPLE_JAR_COUNT,SAMPLE_TYPE,SAMPLE_SPLIT_FACTOR,FLOWMETER_NUMBER,FLOWMETER_CALIBRATION_DATE,FLOWMETER_CALIBRATION_FACTOR,FLOWMETER_REVOLUTIONS,PRESERVATIVE,FLAG_SEASON,FLAG_FLOWMETER_DIFF,FLAG_DEPTH,FLAG_REGION,FLAG_CLOGGING,FLAG_ZOO_ANALYZED,FLAG_EGGS_ANALYZED,FLAG_ICHTHYO_ANALYZED,FLAG_SAMPLE_INTACT,NET_COMMENT,DOE,DOC,UOE,UOC,BIO_VOLUME_ZOO_QUICK,ICH_HAUL_FCTR,ICH_HAUL_FCTR_LOCK,NET_DEPTH_MAX,NET_DEPTH_MIN,NET_DEPTH_MEAN,NET_DEPTH_START,NET_DEPTH_END,EGG_HAUL_FCTR,EGG_HAUL_FCTR_LOCK,ICH_QUARTER_PROC_FLAG
70191,72806,GU1608,0053,53,2,6B3Z,114.081,1,Z,,26417,01-JAN-14,0.2687,1453,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70191,72807,GU1608,0053,53,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70192,72808,GU1608,0054,54,1,6B3I,86.689,1,I,,26415,01-JAN-15,0.26873,1104,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.54,,,,,,,,,
70192,72809,GU1608,0054,54,2,6B3Z,80.713,1,Z,,26417,01-JAN-14,0.2687,1028,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70192,72810,GU1608,0054,54,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70193,72811,GU1608,0055,55,1,6B3I,86.297,1,I,,26415,01-JAN-15,0.26873,1099,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,1.62,,,,,,,,,
70193,72812,GU1608,0055,55,2,6B3Z,68.229,1,Z,,26417,01-JAN-14,0.2687,869,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70193,72813,GU1608,0055,55,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70194,72814,GU1608,0057,57,1,6B3I,97.682,1,I,,26415,01-JAN-15,0.26873,1244,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.25,,,,,,,,,
70194,72815,GU1608,0057,57,2,6B3Z,90.919,1,Z,,26417,01-JAN-14,0.2687,1158,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70194,72816,GU1608,0057,57,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70195,72817,GU1608,0058,58,1,6B3I,102.865,1,I,,26415,01-JAN-15,0.26873,1310,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.93,,,,,,,,,
70195,72818,GU1608,0058,58,2,6B3Z,92.097,1,Z,,26417,01-JAN-14,0.2687,1173,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70195,72819,GU1608,0058,58,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70196,72820,GU1608,0059,59,1,6B3I,180.524,1,I,,26415,01-JAN-15,0.26873,2299,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.09,,,,,,,,,
70196,72821,GU1608,0059,59,2,6B3Z,171.318,1,Z,,26417,01-JAN-14,0.2687,2182,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70196,72822,GU1608,0059,59,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70197,72823,GU1608,0060,60,1,6B3I,292.262,1,I,,26415,01-JAN-15,0.26873,3722,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.07,,,,,,,,,
70197,72824,GU1608,0060,60,2,6B3Z,289.168,1,Z,,26417,01-JAN-14,0.2687,3683,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70197,72825,GU1608,0060,60,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70198,72826,GU1608,0061,61,1,6B3I,154.376,1,I,,26415,01-JAN-15,0.26873,1966,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.4,,,,,,,,,
70198,72827,GU1608,0061,61,2,6B3Z,144.78,1,Z,,26417,01-JAN-14,0.2687,1844,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70198,72828,GU1608,0061,61,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70199,72829,GU1608,0062,62,1,6B3I,149.9,1,I,,26415,01-JAN-15,0.26873,1909,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.27,,,,,,,,,
70199,72830,GU1608,0062,62,2,6B3Z,128.606,1,Z,,26417,01-JAN-14,0.2687,1638,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70199,72831,GU1608,0062,62,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70200,72832,GU1608,0063,63,1,6B3I,347.385,1,I,,26415,01-JAN-15,0.26873,4424,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.79,,,,,,,,,
70200,72833,GU1608,0063,63,2,6B3Z,348.289,1,Z,,26417,01-JAN-14,0.2687,4436,F5,,,,,N,I,,,Y, zooPPSI-Non major: Calanoida=C.nauplii,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70200,72834,GU1608,0063,63,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70201,72835,GU1608,0064,65,1,6B3I,346.757,1,I,,26415,01-JAN-15,0.26873,4416,F5,,,,,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,5.8,,,,,,,,,
70201,72836,GU1608,0064,65,2,6B3Z,330.937,1,M,,26417,01-JAN-14,0.2687,4215,F5,,,,,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,6.07,,,,,,,,,
70201,72837,GU1608,0064,65,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70202,72838,GU1608,0065,66,1,6B3I,275.38,1,I,,26415,01-JAN-15,0.26873,3507,E95,,1,,,H,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,7.3,,,,,,,,,
70202,72839,GU1608,0065,66,2,6B3Z,235.464,1,M,,26417,01-JAN-14,0.2687,2999,E95,,1,,,H,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,8.54,,,,,,,,,
70202,72840,GU1608,0065,66,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70203,72841,GU1608,0068,69,1,6B3I,164.27,1,I,,26415,01-JAN-15,0.26873,2092,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.78,,,,,,,,,
70203,72842,GU1608,0068,69,2,6B3Z,153.417,1,Z,,26417,01-JAN-14,0.2687,1954,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70203,72843,GU1608,0068,69,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70204,72844,GU1608,0069,70,1,6B3I,96.348,1,I,,26415,01-JAN-15,0.26873,1227,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.85,,,,,,,,,
70204,72845,GU1608,0069,70,2,6B3Z,93.981,1,Z,,26417,01-JAN-14,0.2687,1197,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70204,72846,GU1608,0069,70,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70205,72847,GU1608,0070,71,1,6B3I,124.93,1,I,,26415,01-JAN-15,0.26873,1591,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.76,,,,,,,,,
70205,72848,GU1608,0070,71,2,6B3Z,116.908,1,Z,,26417,01-JAN-14,0.2687,1489,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70205,72849,GU1608,0070,71,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70206,72850,GU1608,0072,73,1,6B3I,104.435,1,I,,26415,01-JAN-15,0.26873,1330,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.84,,,,,,,,,
70206,72851,GU1608,0072,73,2,6B3Z,96.337,1,Z,,26417,01-JAN-14,0.2687,1227,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70206,72852,GU1608,0072,73,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70207,72853,GU1608,0073,74,1,6B3I,112.445,1,I,,26415,01-JAN-15,0.26873,1432,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.62,,,,,,,,,
70207,72854,GU1608,0073,74,2,6B3Z,105.837,1,Z,,26417,01-JAN-14,0.2687,1348,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70207,72855,GU1608,0073,74,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70208,72856,GU1608,0074,75,1,6B3I,137.494,1,I,,26415,01-JAN-15,0.26873,1751,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.42,,,,,,,,,
70208,72857,GU1608,0074,75,2,6B3Z,123.66,1,Z,,26417,01-JAN-14,0.2687,1575,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70208,72858,GU1608,0074,75,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70209,72859,GU1608,0076,77,1,6B3I,105.142,1,I,,26415,01-JAN-15,0.26873,1339,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.04,,,,,,,,,
70209,72860,GU1608,0076,77,2,6B3Z,86.287,1,Z,,26417,01-JAN-14,0.2687,1099,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70209,72861,GU1608,0076,77,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70210,72862,GU1608,0077,78,1,6B3I,90.694,1,I,,26415,01-JAN-15,0.26873,1155,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.87,,,,,,,,,
70210,72863,GU1608,0077,78,2,6B3Z,68.15,1,Z,,26417,01-JAN-14,0.2687,868,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70210,72864,GU1608,0077,78,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70211,72865,GU1608,0078,79,1,6B3I,142.676,1,I,,26415,01-JAN-15,0.26873,1817,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.38,,,,,,,,,
70211,72866,GU1608,0078,79,2,6B3Z,145.094,1,Z,,26417,01-JAN-14,0.2687,1848,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70211,72867,GU1608,0078,79,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70212,72868,GU1608,0079,80,1,6B3I,190.418,1,I,,26415,01-JAN-15,0.26873,2425,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.15,,,,,,,,,
70212,72869,GU1608,0079,80,2,6B3Z,188.984,1,Z,,26417,01-JAN-14,0.2687,2407,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70212,72870,GU1608,0079,80,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70213,72871,GU1608,0080,81,1,6B3I,154.219,1,I,,26415,01-JAN-15,0.26873,1964,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.6,,,,,,,,,
70213,72872,GU1608,0080,81,2,6B3Z,152.789,1,Z,,26417,01-JAN-14,0.2687,1946,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70213,72873,GU1608,0080,81,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70214,72874,GU1608,0081,82,1,6B3I,341.261,1,I,,26415,01-JAN-15,0.26873,4346,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.86,,,,,,,,,
70214,72875,GU1608,0081,82,2,6B3Z,338.631,1,Z,,26417,01-JAN-14,0.2687,4313,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70214,72876,GU1608,0081,82,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70215,72877,GU1608,0082,83,1,6B3I,209.499,1,I,,26415,01-JAN-15,0.26873,2668,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.2,,,,,,,,,
70215,72878,GU1608,0082,83,2,6B3Z,208.691,1,Z,,26417,01-JAN-14,0.2687,2658,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70215,72879,GU1608,0082,83,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70216,72880,GU1608,0083,84,1,6B3I,171.337,1,I,,26415,01-JAN-15,0.26873,2182,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.02,,,,,,,,,
70216,72881,GU1608,0083,84,2,6B3Z,171.632,1,Z,,26417,01-JAN-14,0.2687,2186,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70216,72882,GU1608,0083,84,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70217,72883,GU1608,0084,85,1,6B3I,290.849,1,I,,26415,01-JAN-15,0.26873,3704,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.09,,,,,,,,,
70217,72884,GU1608,0084,85,2,6B3Z,288.461,1,Z,,26417,01-JAN-14,0.2687,3674,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70217,72885,GU1608,0084,85,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70218,72886,GU1608,0087,88,1,6B3I,209.264,1,I,,26415,01-JAN-15,0.26873,2665,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.83,,,,,,,,,
70218,72887,GU1608,0087,88,2,6B3Z,212.93,1,Z,,26417,01-JAN-14,0.2687,2712,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70218,72888,GU1608,0087,88,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70219,72889,GU1608,0088,89,1,6B3I,237.139,1,I,,26415,01-JAN-15,0.26873,3020,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.26,,,,,,,,,
70219,72890,GU1608,0088,89,2,6B3Z,236.72,1,Z,,26417,01-JAN-14,0.2687,3015,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70219,72891,GU1608,0088,89,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70220,72892,GU1608,0089,90,1,6B3I,198.899,1,I,,26415,01-JAN-15,0.26873,2533,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.22,,,,,,,,,
70220,72893,GU1608,0089,90,2,6B3Z,198.641,1,Z,,26417,01-JAN-14,0.2687,2530,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70220,72894,GU1608,0089,90,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70221,72895,GU1608,0090,91,1,6B3I,112.209,1,I,,26415,01-JAN-15,0.26873,1429,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.59,,,,,,,,,
70221,72896,GU1608,0090,91,2,6B3Z,117.771,1,Z,,26417,01-JAN-14,0.2687,1500,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70221,72897,GU1608,0090,91,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70222,72898,GU1608,0092,93,1,6B3I,137.494,1,I,,26415,01-JAN-15,0.26873,1751,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.44,,,,,,,,,
70222,72899,GU1608,0092,93,2,6B3Z,128.214,1,Z,,26417,01-JAN-14,0.2687,1633,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70222,72900,GU1608,0092,93,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70223,72901,GU1608,0093,94,1,6B3I,246.326,1,I,,26415,01-JAN-15,0.26873,3137,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,1.22,,,,,,,,,
70223,72902,GU1608,0093,94,2,6B3Z,249.518,1,Z,,26417,01-JAN-14,0.2687,3178,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70223,72903,GU1608,0093,94,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70224,72904,GU1608,0095,96,1,6B3I,90.93,1,I,,26415,01-JAN-15,0.26873,1158,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.73,,,,,,,,,
70224,72905,GU1608,0095,96,2,6B3Z,89.899,1,Z,,26417,01-JAN-14,0.2687,1145,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70224,72906,GU1608,0095,96,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70225,72907,GU1608,0096,97,1,6B3I,0,0,I,,26415,01-JAN-15,0.26873,0,F5,,1,,,N,,,,Y,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70225,72908,GU1608,0096,97,2,6B3Z,0,0,Z,,26417,01-JAN-14,0.2687,0,F5,,1,,,N,,,,Y,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70225,72909,GU1608,0096,97,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70226,72910,GU1608,0096,98,1,6B3I,114.015,1,I,,26415,01-JAN-15,0.26873,1452,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.35,,,,,,,,,
70226,72911,GU1608,0096,98,2,6B3Z,102.932,1,Z,,26417,01-JAN-14,0.2687,1311,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70226,72912,GU1608,0096,98,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70227,72913,GU1608,0097,99,1,6B3I,200.862,1,I,,26415,01-JAN-15,0.26873,2558,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.63,,,,,,,,,
70227,72914,GU1608,0097,99,2,6B3Z,187.649,1,Z,,26417,01-JAN-14,0.2687,2390,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70227,72915,GU1608,0097,99,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70228,72916,GU1608,0098,100,1,6B3I,301.842,1,I,,26415,01-JAN-15,0.26873,3844,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.9,,,,,,,,,
70228,72917,GU1608,0098,100,2,6B3Z,300.238,1,Z,,26417,01-JAN-14,0.2687,3824,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70228,72918,GU1608,0098,100,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70229,72919,GU1608,0099,101,1,6B3I,149.194,1,I,,26415,01-JAN-15,0.26873,1900,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.76,,,,,,,,,
70229,72920,GU1608,0099,101,2,6B3Z,143.602,1,Z,,26417,01-JAN-14,0.2687,1829,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70229,72921,GU1608,0099,101,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70230,72922,GU1608,0100,102,1,6B3I,128.228,1,I,,26415,01-JAN-15,0.26873,1633,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.47,,,,,,,,,
70230,72923,GU1608,0100,102,2,6B3Z,117.457,1,Z,,26417,01-JAN-14,0.2687,1496,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70230,72924,GU1608,0100,102,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70231,72925,GU1608,0101,103,1,6B3I,289.278,1,I,,26415,01-JAN-15,0.26873,3684,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.32,,,,,,,,,
70231,72926,GU1608,0101,103,2,6B3Z,282.494,1,Z,,26417,01-JAN-14,0.2687,3598,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70231,72927,GU1608,0101,103,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70232,72928,GU1608,0103,105,1,6B3I,269.019,1,I,,26415,01-JAN-15,0.26873,3426,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.01,,,,,,,,,
70232,72929,GU1608,0103,105,2,6B3Z,273.072,1,Z,,26417,01-JAN-14,0.2687,3478,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70232,72930,GU1608,0103,105,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70233,72931,GU1608,0104,106,1,6B3I,497.521,1,I,,26415,01-JAN-15,0.26873,6336,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.04,,,,,,,,,
70233,72932,GU1608,0104,106,2,6B3Z,485.61,1,Z,,26417,01-JAN-14,0.2687,6185,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70233,72933,GU1608,0104,106,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70234,72934,GU1608,0105,108,1,6B3I,186.256,1,I,,26415,01-JAN-15,0.26873,2372,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.78,,,,,,,,,
70234,72935,GU1608,0105,108,2,6B3Z,176.029,1,Z,,26417,01-JAN-14,0.2687,2242,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70234,72936,GU1608,0105,108,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70235,72937,GU1608,0106,109,1,6B3I,208.321,1,I,,26415,01-JAN-15,0.26873,2653,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.13,,,,,,,,,
