EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,GEAR,TOW_PROTOCOL,FORMATED_EVENT_DATE,LATITUDE,LONGITUDE,REGION,PLANKTON_STRATUM,BOTTOM_DEPTH_MAX_WIRE_OUT,TAXA_ICHTHYO,TAXA_NAME,ALIQUOT,TOTAL_COUNT,ABUNDANCE,CONC_100M3,COUNT_AT_LENGTH,LENGTH,LENGTH_ABUNDANCE,LENGTH_CONC_100M3
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170650000,Stichaeidae,1,14,68.46,8.14,1,7.4,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170650000,Stichaeidae,1,14,68.46,8.14,1,7.5,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170650000,Stichaeidae,1,14,68.46,8.14,4,8,21.06,2.51
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170650000,Stichaeidae,1,14,68.46,8.14,2,8.2,10.53,1.25
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,1.2,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,1.3,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,1.4,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,4,1.5,19.56,2.33
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,3,1.6,14.67,1.75
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,1.7,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,1.8,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,6,2,29.34,3.49
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,2.1,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,2.2,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,2.4,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,2.5,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,2.6,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,2.8,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,3,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,3.5,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,3.6,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,3.8,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,4,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,4.4,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,2,4.5,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010201,Enchelyopus cimbrius,1,38,185.82,22.11,1,5,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,3,2.4,15.26,1.82
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,3,2.5,15.26,1.82
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,2.7,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,4,2.8,20.34,2.42
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,8,3,40.68,4.84
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,11,3.2,55.94,6.66
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,3.5,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,2,3.8,10.17,1.21
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,3,4,15.26,1.82
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,4.2,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,4.4,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,2,4.5,10.17,1.21
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,4.8,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,3,5,15.26,1.82
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,5.8,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,6.2,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,3,7,15.26,1.82
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020201,Hippoglossoides platessoides,1,52,254.28,30.25,1,7.8,5.09,0.61
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,1,1.6,6.11,0.73
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,1,1.7,6.11,0.73
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,4,1.8,24.45,2.91
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,4,2,24.45,2.91
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,2,2.2,12.23,1.45
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,2,2.3,12.23,1.45
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,1,2.4,6.11,0.73
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280101,Tautogolabrus adspersus,1,20,97.8,11.64,1,2.6,6.11,0.73
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,2.3,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,4,2.8,21.06,2.51
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,3.3,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,3.4,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,3.5,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,3.8,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,5,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,2,6.2,10.53,1.25
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020301,Limanda ferruginea,1,14,68.46,8.14,1,6.4,5.27,0.63
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010401,Melanogrammus aeglefinus,1,3,14.67,1.75,1,2.2,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010401,Melanogrammus aeglefinus,1,3,14.67,1.75,1,2.5,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010401,Melanogrammus aeglefinus,1,3,14.67,1.75,1,3.2,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280000,Labridae,1,7,34.23,4.07,1,1.2,11.41,1.36
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280000,Labridae,1,7,34.23,4.07,1,1.5,11.41,1.36
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170280000,Labridae,1,7,34.23,4.07,1,1.7,11.41,1.36
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148000000,Gadiformes,1,3,14.67,1.75,1,1.5,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148000000,Gadiformes,1,3,14.67,1.75,2,1.6,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,183020000,Pleuronectidae,1,2,9.78,1.16,2,3,9.78,1.16
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010301,Gadus morhua,1,1,4.89,0.58,1,3,4.89,0.58
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010000,Gadidae,1,3,14.67,1.75,1,1.5,7.34,0.87
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,148010000,Gadidae,1,3,14.67,1.75,1,2,7.34,0.87
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,1,1.9,5.87,0.7
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,2,2,11.74,1.4
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,5,2.2,29.34,3.49
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,2,2.3,11.74,1.4
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,2,2.4,11.74,1.4
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,1,2.5,5.87,0.7
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,1,2.8,5.87,0.7
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,170440604,Scomber scombrus,1,18,88.02,10.47,1,3.7,5.87,0.7
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,100000000,Unidentified larvae,1,3,14.67,1.75,,,,
70258,GU1608,133,136,6B3I,STD,6/8/16 5:34,42.4217,-70.605,GOM,36,89,100000001,Damaged larvae,1,78,381.42,45.38,,,,
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,4.9,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,5.1,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,2,5.2,9.04,0.45
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,5.3,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,5.4,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,2,5.5,9.04,0.45
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,4,5.6,18.08,0.9
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,3,5.7,13.56,0.67
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,5.9,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,2,6,9.04,0.45
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,6.1,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,4,6.2,18.08,0.9
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,6.4,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,6.5,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,2,6.7,9.04,0.45
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,7,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,7.4,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,8.8,4.52,0.22
70259,GU1608,135,139,6B3I,STD,6/8/16 11:29,42.4983,-69.655,GOM,37,250,170560200,Sebastes,1,31,140.12,6.96,1,10.5,4.52,0.22
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,5,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,5.1,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,5.2,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,5.6,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,6,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,6.1,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,6.2,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,6.5,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,6.6,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,7,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,3,7.1,19.68,0.93
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,7.6,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,2,8,13.12,0.62
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,170560200,Sebastes,1,22,144.32,6.84,1,10,6.56,0.31
70260,GU1608,136,141,6B3I,STD,6/8/16 14:33,42.6583,-69.325,GOM,37,220,148010201,Enchelyopus cimbrius,1,1,6.56,0.31,1,1.6,6.56,0.31
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,5,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,5,5.4,35.57,2.07
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,4,5.5,28.46,1.66
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,3,5.8,21.34,1.24
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,9,6,64.03,3.72
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,6.2,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,6.4,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,6,6.5,42.69,2.48
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,6.8,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,6,7,42.69,2.48
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,2,7.4,14.23,0.83
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,7.8,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,2,8,14.23,0.83
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,8.2,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,2,8.4,14.23,0.83
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,9,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,9.2,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,9.4,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,9.5,7.11,0.41
70261,GU1608,137,142,6B3I,STD,6/8/16 17:48,43.08,-69.4183,GOM,41,179,170560200,Sebastes,1,77,355.74,20.69,1,12,7.11,0.41
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,4.5,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,4.8,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,5.2,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,5.4,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,3,5.5,10.32,0.59
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,5.7,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,3,5.8,10.32,0.59
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,5.9,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,6,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,6.1,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,6.2,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,2,6.3,6.88,0.4
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,6.4,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,6.5,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,2,6.8,6.88,0.4
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,7.3,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,8.4,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,170560200,Sebastes,1,24,82.56,4.75,1,8.8,3.44,0.2
70262,GU1608,138,143,6B3I,STD,6/8/16 20:54,42.995,-68.83,GOM,41,183,148010000,Gadidae,1,1,3.44,0.2,,,,
70263,GU1608,139,144,6B3I,STD,6/8/16 23:53,43.0817,-68.335,GOM,42,203,170560200,Sebastes,1,3,14.94,0.77,1,5.6,4.98,0.26
70263,GU1608,139,144,6B3I,STD,6/8/16 23:53,43.0817,-68.335,GOM,42,203,170560200,Sebastes,1,3,14.94,0.77,1,6,4.98,0.26
70263,GU1608,139,144,6B3I,STD,6/8/16 23:53,43.0817,-68.335,GOM,42,203,170560200,Sebastes,1,3,14.94,0.77,1,6.2,4.98,0.26
